doi,title,container,year,authors,cited_by,issns,abstract,query_matched
10.1016/j.amc.2025.129305,Adaptive FTPP control of switched stochastic nonlinearly parameterized systems with asymptotic tracking performance,Applied Mathematics and Computation,2025,"Liu, Yanli; Sun, Yihua; Hao, Li-Ying",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2024.129110,Disturbance observer-based fuzzy adaptive switched tuning control of uncertain nonlinear systems with full state constraints,Applied Mathematics and Computation,2025,"Liu, Ming-Rui; Wu, Li-Bing; Sang, Hong",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129345,Fixed-time stability criteria and adaptive state constrained control for uncertain switched nonlinear systems,Applied Mathematics and Computation,2025,"Liu, Shuo; Zhang, Huaguang; Pang, Hongbo",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129442,Event-triggered adaptive control for nonlinearly parameterized higher-order systems with sensor fault,Applied Mathematics and Computation,2025,"Sun, Zong-Yao; Wang, Xing-Xing; Li, Jiao-Jiao",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129279,A composite filter-based approach to adaptive prescribed-time output-feedback control of strict-feedback nonlinear systems with output and input quantization,Applied Mathematics and Computation,2025,"Chen, Chen; Li, Jinghao",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129600,A hybrid virtual element method and deep learning approach for solving one-dimensional Euler-Bernoulli beams,Applied Mathematics and Computation,2025,"Enabe, Paulo Akira F.; Provasi, Rodrigo",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2025.129508,A hybrid dynamic mode decomposition algorithm combining random and sparsity promoting and its application to viscoelastic flow around circular cylinder,Applied Mathematics and Computation,2025,"Li, Xuan; Su, Jin; Feng, Jin-Qian",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2025.129391,Observer-based dynamic event-triggered second-level MPC for nonlinear time-delay CPSs under joint hybrid attacks,Applied Mathematics and Computation,2025,"Song, Hongchao; Wang, Zhenlei; Wang, Xin",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2025.129319,Corrigendum to “Neural networks for bifurcation and linear stability analysis of steady states in partial differential equations” [Appl. Math. Comput. 483 (2024) 128985],Applied Mathematics and Computation,2025,"Shahab, Muhammad Luthfi; Susanto, Hadi",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2025.129560,Decentralized dynamic event-triggered passive bipartite synchronization for semi-Markov jump cooperation-competition neural networks under hybrid random cyber-attacks,Applied Mathematics and Computation,2025,"Shi, Liangyao; Wang, Jing",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2024.129265,Features of the interaction of paired solitary waves with the Cubic Vortical Whitham equation,Applied Mathematics and Computation,2025,"Flamarion, Marcelo V.; Pelinovsky, Efim",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2024.129092,Integral transforms for explicit source estimation in non-linear advection-diffusion problems,Applied Mathematics and Computation,2025,"de Oliveira, André J.P.; Knupp, Diego C.; Abreu, Luiz A.S.",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2025.129335,Numerical cubature and hyperinterpolation over spherical polygons,Applied Mathematics and Computation,2025,"Sommariva, A.",1,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2024.129269,Calculating the C-eigenvalues of the three-dimensional piezoelectric tensors directly,Applied Mathematics and Computation,2025,"Wang, Huage",1,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2025.129601,Extended quadratic truncated rotation symmetric Boolean functions,Applied Mathematics and Computation,2025,"Cusick, Thomas W.; Cheon, Younhwan",1,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2025.129359,Numerical solution of nonlinear multi-term fractional differential equations based on spline Riesz wavelets,Applied Mathematics and Computation,2025,"Tang, Wei; Xu, Da",1,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2025.129307,Data-driven-based fully distributed event-triggered control for nonlinear multi-agent systems,Applied Mathematics and Computation,2025,"Qiu, Xiaojie; Meng, Wenchao; Wang, Yingchun",1,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2025.129280,Data-driven bipartite synchronization control of multi-agent systems with asymmetric input saturation over switching networks,Applied Mathematics and Computation,2025,"Shen, Ziwen; Dong, Tao; Huang, Tingwen",1,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2024.129213,Predictor-based event-triggered learning control of networked control systems with false data injection attacks and output delay,Applied Mathematics and Computation,2025,"Yang, Meng; Zhai, Junyong",1,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.129122,Convergence analysis of collocation solutions for delay Volterra integral equations with weakly singular kernels,Applied Mathematics and Computation,2025,"Peyrovan, P.; Tari, A.; Brunner, H.",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2024.129233,"Numerical approximations and convergence analysis of piecewise diffusion Markov processes, with application to glioma cell migration",Applied Mathematics and Computation,2025,"Buckwar, Evelyn; Meddah, Amira",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129450,Convergence analysis of a Nyström-type method for a class of nonlinear integral equations with highly oscillatory kernels,Applied Mathematics and Computation,2025,"Kassid, Qusay Abdulraheem; Sohrabi, Saeed; Ranjbar, Hamid",0,['0096-3003'],,convergence proof evolutionary algorithm 2023
10.1016/j.amc.2025.129496,"Analysis of stability, energy conservation, and convergence of coupled advection-diffusion models for ocean-atmosphere interactions",Applied Mathematics and Computation,2025,"Munir, Taj; Chen, Hongchu; Kang, Can",0,['0096-3003'],,convergence analysis metaheuristic 2024
10.1016/j.amc.2024.129095,On the local convergence of a smoothing structured secant method for nonlinear complementarity,Applied Mathematics and Computation,2025,"Pérez, R.; Sánchez, W.; Martínez, H.J.",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2024.129039,A payoff equality perspective for evolutionary games: Mental accounting and cooperation promotion,Applied Mathematics and Computation,2025,"Liu, Yandi; Li, Yonghui",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2024.129203,A sparse optimization approach for simultaneous orthogonal tensor diagonalization,Applied Mathematics and Computation,2025,"Li, Xinying; Chang, Chao; Li, Jianze",0,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2024.129001,Nonlinear conjugate gradient method for vector optimization on Riemannian manifolds with retraction and vector transport,Applied Mathematics and Computation,2025,"Chen, Kangming; Fukuda, Ellen Hidemi; Sato, Hiroyuki",0,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2024.129081,Mass conservation in the validation of fluid-poroelastic structure interaction solvers,Applied Mathematics and Computation,2025,"Kunštek, Petar; Bukač, Martina; Muha, Boris",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129431,Parking triangles on a continuous ladder,Applied Mathematics and Computation,2025,"Šebek, Stjepan",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129507,Integral uniform hypergraphs,Applied Mathematics and Computation,2025,"Portugal, Lucas; Del-Vecchio, Renata",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129079,Relaxed conditions for parameterized linear matrix inequality in the form of nested fuzzy summations,Applied Mathematics and Computation,2025,"Kim, Do Wan; Lee, Donghwan",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129602,An enhanced wavelet-based numerical scheme with higher convergence order for a class of high-order boundary value problems,Applied Mathematics and Computation,2025,"Zhang, Ruimin; Yang, Lei; Zhu, Hui",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129577,Asymptotics towards nonlinear diffusion waves for the solutions of a hyperbolic system with linear damping on quadrant,Applied Mathematics and Computation,2025,"Chhatria, Balakrishna; Raja Sekhar, T.",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129246,On the numerical verification of a counterexample on parameter-dependent Lyapunov functions,Applied Mathematics and Computation,2025,"Aksoy, Birgül; Büyükköroğlu, Taner; Dzhafarov, Vakif",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129447,A class of parameter choice rules for fractional Tikhonov regularization scheme in learning theory,Applied Mathematics and Computation,2025,"P., Sreepriya; K.D., Denny; Reddy, G.D.",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2024.129157,Determination of Navier's slip parameter using data assimilation,Applied Mathematics and Computation,2025,"Jarolímová, Alena; Hron, Jaroslav",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2024.129068,Data-driven predictor of control-affine nonlinear dynamics: Finite discrete-time bilinear approximation of koopman operator,Applied Mathematics and Computation,2025,"Iman, Sara; Jahed-Motlagh, Mohammad-Reza",0,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2025.129392,Unconditionally stable sixth-order structure-preserving scheme for the nonlinear Schrödinger equation with wave operator,Applied Mathematics and Computation,2025,"Wang, Shuaikang; Ge, Yongbin; Liu, Sheng-en",0,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2024.129076,The equivalent conditions for norm of a Hilbert-type integral operator with a combination kernel and its applications,Applied Mathematics and Computation,2025,"Liu, Qiong",0,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2025.129403,An evolutionary game-based vicsek model with a fixed number of neighbors,Applied Mathematics and Computation,2025,"Zhao, Hui; Zhang, Zhenyu; Tchappi, Igor",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129596,Research on monitoring mechanism of autonomous taxi: an evolutionary game approach,Applied Mathematics and Computation,2025,"Li, Kun; Wang, Xia; Lu, Fei",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129497,Community reciprocity promotes cooperation in a network evolutionary prisoner’s dilemma game,Applied Mathematics and Computation,2025,"Li, Lin; Lv, Jingyu; Ma, Lili",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129428,Interaction topology optimization by adjustment of edge weights to improve the consensus convergence and prolong the sampling period for a multi-agent system,Applied Mathematics and Computation,2025,"Xu, Tongyou; Tan, Ying-Ying; Gao, Shanshan",0,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2025.129394,Observer-based security control for nonlinear networked systems: The SCP model of semi-Markov kernel approach,Applied Mathematics and Computation,2025,"Xia, Pei-Zhen; Chang, Xiao-Heng",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129395,Convergence and stability in mean square of the stochastic θ-methods for systems of NSDDEs under a coupled monotonicity condition,Applied Mathematics and Computation,2025,"Niu, Mengyao; Niu, Yuanling; Wei, Jiaxin",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2025.129310,Distinguishing infinite star-free graphs,Applied Mathematics and Computation,2025,"Stawiski, Marcin",0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2025.129439,Weak degeneracy of the square of K4-minor free graphs,Applied Mathematics and Computation,2025,"Ye, Jing; Zou, Jiani; Han, Miaomiao",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2025.129300,A Fan-type condition for cycles in 1-tough and k-connected (P2 ∪ kP1)-free graphs,Applied Mathematics and Computation,2025,"Hu, Zhiquan; Wang, Jie; Shen, Changlong",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2025.129405,Proper conflict-free 6-coloring of planar graphs without short cycles,Applied Mathematics and Computation,2025,"Wang, Yunlong; Wang, Weifan; Liu, Runrun",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2025.129467,Singularity-free fixed-time adaptive event-triggered fault-tolerant control for a QUAV with user-defined tracking performance,Applied Mathematics and Computation,2025,"Song, Xiaona; Zhuo, Ruikang; Song, Shuai",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129317,OP-HHO based feature selection improves the performance of depression classification framework: A gender biased multiband research,Applied Mathematics and Computation,2025,"Li, Kun; Zhong, PeiYun; Dong, Li",0,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2024.129268,An algebraic algorithm for the total least squares problem in commutative quaternionic theory,Applied Mathematics and Computation,2025,"Jiang, Tongsong; Zhang, Dong; Guo, Zhenwei",0,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2024.129028,Improved algorithm for the optimal quantization of single- and multivariate random functions,Applied Mathematics and Computation,2025,"Ma, Liyang; Conus, Daniel; Huang, Wei-Min",0,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2025.129498,Prescribed-time distributed resource allocation algorithm for heterogeneous linear multi-agent networks with unbalanced directed communication,Applied Mathematics and Computation,2025,"Lian, Yuxiao; Zhang, Baoyong; Yuan, Deming",0,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2025.129470,Group size dynamics for a group following game with shared rewards,Applied Mathematics and Computation,2025,"Wettergren, Thomas A.",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2024.129126,Distributed adaptive moving horizon estimation for multi-sensor networks subject to quantization effects,Applied Mathematics and Computation,2025,"Lv, Yuan-Wei; Yang, Guang-Hong; Dimirovski, Georgi Marko",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2024.129158,H∞ adaptive ETF control for degenerate jump systems under actuator faults and impulsive deception attacks with application to DCMIP device,Applied Mathematics and Computation,2025,"Wu, Yifan; Zhuang, Guangming; Jiang, Mengmeng",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129297,"Graphs whose the maximum size of an odd subgraph equal to <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.svg""><mml:mo stretchy=""false"">⌊</mml:mo><mml:mfrac><mml:mrow><mml:mi>n</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:mfrac><mml:mo stretchy=""false"">⌋</mml:mo></mml:math>",Applied Mathematics and Computation,2025,"Xu, Si-Ao; Wu, Baoyindureng",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/s0096-3003(25)00264-4,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00050-5,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00510-1,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00308-x,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00078-5,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00100-6,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00601-5,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00112-2,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00298-x,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00216-4,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00381-9,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00208-5,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00280-2,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00654-4,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00018-9,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00186-9,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00631-3,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00246-2,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00722-7,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00240-1,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00524-1,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00686-6,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(25)00149-3,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/s0096-3003(24)00701-x,Editorial Board,Applied Mathematics and Computation,2025,,0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2025.129566,"Corrigendum to “Min-min minimization for the fractional ℓ0-regularized problem” [Applied Mathematics and Computation Volume 503, 15 October 2025, 129499]",Applied Mathematics and Computation,2025,"Wang, Jun; Ma, Qiang; Zhou, Cheng",0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2024.129248,Erratum on “Synchronization and chimeras in asymmetrically coupled memristive Tabu learning neuron network” [Appl. Math. Compt. 489 (2025) 129163],Applied Mathematics and Computation,2025,"Prasina, A.; Pandi, V. Samuthira; Nancy, W.",0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2024.129097,Radio labelling of two-branch trees,Applied Mathematics and Computation,2025,"Bantva, Devsi; Vaidya, Samir; Zhou, Sanming",0,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2024.129128,Improving approximation accuracy in Godunov-type smoothed particle hydrodynamics methods,Applied Mathematics and Computation,2025,"Rublev, G.D.; Parshikov, A.N.; Dyachkov, S.A.",0,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2025.129358,Convergence of mass transfer particle tracking schemes for the simulation of advection-diffusion-reaction equations,Applied Mathematics and Computation,2025,"Pankavich, Stephen; Schauer, Lucas; Schmidt, Michael J.",0,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2024.128573,Finite-region asynchronous H∞ filtering for 2-D Markov jump systems in Roesser model,Applied Mathematics and Computation,2024,"Fang, Jiankang; Ren, Chengcheng; Wang, Hai",41,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2023.128340,A robust bit-level image encryption based on Bessel map,Applied Mathematics and Computation,2024,"Toktas, Abdurrahim; Erkan, Uğur; Gao, Suo",38,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2023.128364,Interaction state Q-learning promotes cooperation in the spatial prisoner's dilemma game,Applied Mathematics and Computation,2024,"Yang, Zhengzhi; Zheng, Lei; Perc, Matjaž",30,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2023.128461,Nonlocal strain gradient-based isogeometric analysis of graphene platelets-reinforced functionally graded triply periodic minimal surface nanoplates,Applied Mathematics and Computation,2024,"Nguyen, Nam V.; Tran, Kim Q.; Lee, Jaehong",18,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.128593,New method for global exponential synchronization of multi-link memristive neural networks with three kinds of time-varying delays,Applied Mathematics and Computation,2024,"Hua, Wentao; Wang, Yantao; Liu, Chunyan",16,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2023.128302,Heterogeneous optimal formation control of nonlinear multi-agent systems with unknown dynamics by safe reinforcement learning,Applied Mathematics and Computation,2024,"Golmisheh, Fatemeh Mahdavi; Shamaghdari, Saeed",14,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.128785,Optimal bipartite consensus control for heterogeneous unknown multi-agent systems via reinforcement learning,Applied Mathematics and Computation,2024,"Meng, Hao; Pang, Denghao; Cao, Jinde",13,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.128577,Learning model predictive control of nonlinear systems with time-varying parameters using Koopman operator,Applied Mathematics and Computation,2024,"Chen, Zhong; Chen, Xiaofang; Liu, Jinping",13,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2023.128370,Prescribed-time adaptive output feedback tracking control for nonlinear systems with quantized input,Applied Mathematics and Computation,2024,"Gao, Yu; Sun, Wei; Su, Shun-Feng",12,['0096-3003'],,adaptive parameter metaheuristic 2024
10.1016/j.amc.2024.128549,Neural network compensator-based robust iterative learning control scheme for mobile robots nonlinear systems with disturbances and uncertain parameters,Applied Mathematics and Computation,2024,"Chen, Zhengquan; Hou, Yandong; Huang, Ruirui",11,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2023.128345,Hermite-Hadamard inequalities for quantum integrals: A unified approach,Applied Mathematics and Computation,2024,"Cardoso, J.L.; Shehata, Enas M.",11,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2024.128555,A comparative study of discretization techniques for augmented Urysohn type nonlinear functional Volterra integral equations and their convergence analysis,Applied Mathematics and Computation,2024,"Bhat, Imtiyaz Ahmad; Mishra, Lakshmi Narayan",10,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2023.128390,On bond incident degree index of chemical trees with a fixed order and a fixed number of leaves,Applied Mathematics and Computation,2024,"Du, Jianwei; Sun, Xiaoling",10,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.128543,Effect of vaccine efficacy on vaccination behavior with adaptive perception,Applied Mathematics and Computation,2024,"Wang, Jingrui; Zhang, Huizhen; An, Tianbo",10,['0096-3003'],,adaptive parameter metaheuristic 2024
10.1016/j.amc.2024.128701,Event-triggered robust fuzzy adaptive control for non-strict feedback nonlinear system with prescribed performance,Applied Mathematics and Computation,2024,"Sui, Shuai; Yu, Yuelei; Tong, Shaocheng",10,['0096-3003'],,adaptive parameter metaheuristic 2024
10.1016/j.amc.2024.128780,"Stability, bifurcation, and chaos of a stage-structured predator-prey model under fear-induced and delay",Applied Mathematics and Computation,2024,"Qi, Haokun; Liu, Bing; Li, Shi",10,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2024.128550,Prescribed time bipartite output consensus tracking for heterogeneous multi-agent systems with external disturbances,Applied Mathematics and Computation,2024,"Han, Chenglin; Qin, Kaiyu; Shi, Mengji",10,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2023.128298,Modeling and Passivity-Based Control for a convertible fixed-wing VTOL,Applied Mathematics and Computation,2024,"Durán-Delfín, J.E.; García-Beltrán, C.D.; Guerrero-Sánchez, M.E.",10,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.128709,The evolutionary game of emotions considering the influence of reputation,Applied Mathematics and Computation,2024,"Bai, Xi; Ye, Ye; Chen, Tong",9,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2024.128595,Evolution of trust in structured populations,Applied Mathematics and Computation,2024,"Wang, Chaoqian",9,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2024.128670,Computation of the resistance distance and the Kirchhoff index for the two types of claw-free cubic graphs,Applied Mathematics and Computation,2024,"Sardar, Muhammad Shoaib; Pan, Xiang-Feng; Xu, Shou-Jun",9,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2023.128318,Fault tolerance of recursive match networks based on g-good-neighbor fault pattern,Applied Mathematics and Computation,2024,"Zhou, Qianru; Liu, Hai; Cheng, Baolei",9,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2023.128402,Region stability analysis and precise tracking control of linear stochastic systems,Applied Mathematics and Computation,2024,"Zhang, Huasheng; Dai, Yuzhen; Zhu, Chenglong",8,['0096-3003'],,convergence analysis metaheuristic 2024
10.1016/j.amc.2024.128710,Stability analysis of Clifford-valued memristor-based neural networks with impulsive disturbances and its application to image encryption,Applied Mathematics and Computation,2024,"Zhao, Ningning; Qiao, Yuanhua",8,['0096-3003'],,convergence analysis metaheuristic 2024
10.1016/j.amc.2024.128534,Enhancing cooperative evolution in spatial public goods game by particle swarm optimization based on exploration and q-learning,Applied Mathematics and Computation,2024,"Wang, Xianjia; Yang, Zhipeng; Chen, Guici",8,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2023.128412,Zeroing neural network approaches for computing time-varying minimal rank outer inverse,Applied Mathematics and Computation,2024,"Stanimirović, Predrag S.; Mourtas, Spyridon D.; Mosić, Dijana",8,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2023.128313,Computation of resistance distance and Kirchhoff index of chain of triangular bipyramid hexahedron,Applied Mathematics and Computation,2024,"Sajjad, Wasim; Sardar, Muhammad Shoaib; Pan, Xiang-Feng",8,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2023.128407,A reinforcement learning integral sliding mode control scheme against lumped disturbances in hot strip rolling,Applied Mathematics and Computation,2024,"Ding, Hongfei; Wang, Yudong; Shen, Hao",8,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2024.128700,Multi-information and epidemic coupling propagation considering indirect contact on two-layer networks,Applied Mathematics and Computation,2024,"Li, Dandan; Xie, Weijie; Han, Dun",8,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2024.128529,New results on stability analysis for a class of generalized delayed neural networks,Applied Mathematics and Computation,2024,"Chen, Yun; Li, Yaqi; Chen, Gang",7,['0096-3003'],,convergence analysis metaheuristic 2024
10.1016/j.amc.2024.128531,Fuzzy adaptive resilient decentralized control of nonlinear interconnected cyber-physical systems under false data injection attacks,Applied Mathematics and Computation,2024,"Fan, Xianrui; Tong, Shaocheng",7,['0096-3003'],,adaptive parameter metaheuristic 2024
10.1016/j.amc.2024.128721,The impact of anxiety on cooperative behavior: A network evolutionary game theory approach,Applied Mathematics and Computation,2024,"Zhang, Qianwei; Tang, Rui; Lu, Yilun",7,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2024.128680,CN ADI fast algorithm on non-uniform meshes for the three-dimensional nonlocal evolution equation with multi-memory kernels in viscoelastic dynamics,Applied Mathematics and Computation,2024,"Zhou, Ziyi; Zhang, Haixiang; Yang, Xuehua",7,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2024.128636,Memory-based event-triggered fault-tolerant load frequency control of multi-area power systems with electric vehicles,Applied Mathematics and Computation,2024,"Liu, Xinghua; Liang, Yuru; Qiao, Siwei",7,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2023.128500,Nonseparation analysis-based finite/fixed-time synchronization of fully complex-valued impulsive dynamical networks,Applied Mathematics and Computation,2024,"Xiong, Kailong; Yu, Juan; Hu, Cheng",6,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2023.128361,Stability analysis of Boolean networks: An eigenvalue approach,Applied Mathematics and Computation,2024,"Ji, Hankang; Li, Yuanyuan; Ding, Xueying",6,['0096-3003'],,convergence analysis metaheuristic 2024
10.1016/j.amc.2023.128405,Fault estimation for nonlinear parameter-varying time-delayed systems,Applied Mathematics and Computation,2024,"Peixoto, Márcia L.C.; Coutinho, Pedro H.S.; Nguyen, Anh-Tu",6,['0096-3003'],,adaptive parameter metaheuristic 2024
