doi,title,container,year,authors,cited_by,issns,abstract,query_matched
10.1016/j.amc.2023.128184,Bi-level algorithm for optimizing hyperparameters in penalized nonnegative matrix factorization,Applied Mathematics and Computation,2023,"Del Buono, Nicoletta; Esposito, Flavia; Selicato, Laura",1,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2022.127616,"A combinatorial proof of the parity unimodality of the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si3.svg""><mml:mrow><mml:mo>(</mml:mo><mml:mi>m</mml:mi><mml:mo>,</mml:mo><mml:mi>n</mml:mi><mml:mo>)</mml:mo></mml:mrow></mml:math>-rational <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si4.svg""><mml:mi>q</mml:mi></mml:math>-Catalan polynomial for <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si5.svg""><mml:mrow><mml:mi>m</mml:mi><mml:mo linebreak=""goodbreak"">=</mml:mo><mml:mn>3</mml:mn></mml:mrow></mml:math>",Applied Mathematics and Computation,2023,"Zhou, Yue; Zhong, Yueming",1,['0096-3003'],,convergence proof evolutionary algorithm 2023
10.1016/j.amc.2023.128164,A 2D prediction step using multiquadric local interpolation with adaptive parameter estimation for image compression,Applied Mathematics and Computation,2023,"Aràndiga, Francesc; Donat, Rosa; Schenone, Daniela",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2022.127825,Adaptive fuzzy connectivity-preserving consensus protocols for stochastic strict-feedback nonlinear MASs subject to unmeasured periodic disturbances,Applied Mathematics and Computation,2023,"Yi, Jiale",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128246,Revisited control of non regular singular system by using adaptive scheduled gain - case of methanizer,Applied Mathematics and Computation,2023,"Tmar, Zied; Wafi, Taieb; Besbes, Mongi",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128128,Co-evolution of reputation-based preference selection and resource allocation with multigame on interdependent networks,Applied Mathematics and Computation,2023,"Bin, Liu; Yue, Wu",1,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2023.128113,Preferential selection to promote cooperation on degree–degree correlation networks in spatial snowdrift games,Applied Mathematics and Computation,2023,"Zhang, Lan; Huang, Changwei",1,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2022.127719,ROCOF of higher order for semi-Markov processes,Applied Mathematics and Computation,2023,"D’Amico, Guglielmo; Petroni, Filippo",1,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2022.127504,H∞ consensus for stochastic Markov jump multi-agent systems with imperfect time-varying transition probabilities and multiplicative noise,Applied Mathematics and Computation,2023,"Wang, Jie; Chen, Xin",1,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.127993,"Effect of mutations on stochastic dynamics of infectious diseases, a probability approach",Applied Mathematics and Computation,2023,"RabieiMotlagh, Omid; Soleimani, Leila",1,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128129,The balanced split step theta approximations of stochastic neutral Hopfield neural networks with time delay and Poisson jumps,Applied Mathematics and Computation,2023,"Rathinasamy, Anandaraman; Mayavel, Pichamuthu",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2022.127680,Global well-posedness and optimal decay estimate for the incompressible porous medium equation near a nontrivial equilibrium,Applied Mathematics and Computation,2023,"Ma, Caochuan",1,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128052,Asymptotical set stabilization of large-scale logical networks with stochastic delays and the application in finite-field networks,Applied Mathematics and Computation,2023,"Chen, Haodong; Li, Lulu; Lu, Jianquan",1,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128081,An equivalent line element approach for free surface flow through two-dimensional rock mass including fracture networks,Applied Mathematics and Computation,2023,"Ye, Zuyang; Xiong, Yuxuan; Xiong, Feng",1,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2022.127682,Long term analysis of splitting methods for charged-particle dynamics,Applied Mathematics and Computation,2023,"Li, Xicui; Wang, Bin",1,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2022.127581,Optimal convergence analysis of a linearized second-order BDF-PPIFE method for semi-linear parabolic interface problems,Applied Mathematics and Computation,2023,"Yi, Huaming; Chen, Yanping; Wang, Yang",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128203,Explicit Convergence Rates for the M/G/1 Queue under Perturbation,Applied Mathematics and Computation,2023,"Guo, Chunyang; Liu, Yuanyuan",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128216,On Rate of Convergence of Matrix Means of Corrected Fourier Series,Applied Mathematics and Computation,2023,"Singh, Uaday; Singh, Birendra",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128224,Stationary distribution of the Milstein scheme for stochastic differential delay equations with first-order convergence,Applied Mathematics and Computation,2023,"Gao, Shuaibin; Li, Xiaotong; Liu, Zhuoqi",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128163,Labeling algorithm for power domination problem of trees,Applied Mathematics and Computation,2023,"Lyu, Yijia",0,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2022.127553,Extended matrix norm method: Applications to bimatrix games and convergence results,Applied Mathematics and Computation,2023,"İzgi, Burhaneddin; Özkaya, Murat; Üre, Nazım Kemal",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127532,Monotone convergence of Newton-like iteration for a structured nonlinear eigen-problem,Applied Mathematics and Computation,2023,"Guo, Pei-Chang; Gao, Shi-Chen; Yang, Yong-Qing",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.127882,Corrigendum to “String stability in traffic flows” Applied Mathematics and Computation 443 (2022) Article Number 127775,Applied Mathematics and Computation,2023,"Corli, Andrea; Fan, Haitao",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2022.127820,Corrigendum to “Eigenvalue-free interval for Seidel matrices of threshold graphs” [Applied Mathematics and Computation 427(2022) 127177],Applied Mathematics and Computation,2023,"Xiong, Zhuang; Hou, Yaoping",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2023.127890,"Corrigendum to Optimized framework for slip flow of viscous fluid towards a curved surface with viscous dissipation and Joule heating features [Applied Mathematics and Computation, 417 (2022) 126777]",Applied Mathematics and Computation,2023,"Khan, M. Ijaz; Alzahrani, Faris",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2022.127792,A MOOD-like compact high order finite volume scheme with adaptive mesh refinement,Applied Mathematics and Computation,2023,"Loubère, Raphaël; Turpault, Rodolphe; Bourriaud, Alexandre",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128019,Second order self-adaptive dynamical system for sparse signal reconstruction and applications to image recovery,Applied Mathematics and Computation,2023,"Che, Haitao; Liu, Kaiping; Chen, Haibin",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128053,Numerical approximation of the stochastic equation driven by the fractional noise,Applied Mathematics and Computation,2023,"Liu, Xinfei; Yang, Xiaoyuan",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127652,Scalable method for administration of resource technologies under stochastic procedures,Applied Mathematics and Computation,2023,"Merino, S.; Martínez, J.; Guzmán, F.",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127812,Maximizing the number of independent sets in claw-free cubic graphs,Applied Mathematics and Computation,2023,"Xiao, Junyi; Tu, Jianhua",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2023.127923,Recovery by discretization corrected particle strength exchange (DC PSE) operators,Applied Mathematics and Computation,2023,"Zwick, B.F.; Bourantas, G.C.; Alkhatib, F.",0,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2023.127900,A compressed sensing approach to interpolation of fractional Brownian trajectories for a single particle tracking experiment,Applied Mathematics and Computation,2023,"Muszkieta, Monika; Janczura, Joanna",0,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2023.128047,Corrigendum to ‘Recovery by discretization corrected particle strength exchange (DC PSE) operators’: Applied Mathematics and Computation 448 (2023) 127923,Applied Mathematics and Computation,2023,"Zwick, B.F.; Bourantas, G.C.; Alkhatib, F.",0,['0096-3003'],,quantum-behaved particle swarm 2024
