doi,title,container,year,authors,cited_by,issns,query_matched
10.1016/j.amc.2015.07.098,Particle swarm optimization with stochastic selection of perturbation-based chaotic updating system,Applied Mathematics and Computation,2015,"Tatsumi, Keiji; Ibuki, Takeru; Tanino, Tetsuzo",9,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2014.11.019,Stochastic stabilization of singular systems with Markovian switchings,Applied Mathematics and Computation,2015,"Wang, Guoliang",9,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2015.03.115,A modified integral equation method of the nonlinear elliptic equation with globally and locally Lipschitz source,Applied Mathematics and Computation,2015,"Tuan, Nguyen Huy; Thang, Le Duc; Khoa, Vo Anh",9,['0096-3003'],vis-viva equation
10.1016/j.amc.2017.07.043,Bayes approach to solving T.E.A.M. benchmark problems 22 and 25 and its comparison with other optimization techniques,Applied Mathematics and Computation,2018,"Karban, Pavel; Kropík, Petr; Kotlan, Václav",9,['0096-3003'],benchmark CEC optimization
10.1016/j.amc.2019.02.048,The roles of particle swarm intelligence in the prisoner’s dilemma based on continuous and mixed strategy systems on scale-free networks,Applied Mathematics and Computation,2019,"Wang, Xianjia; Lv, Shaojie",9,['0096-3003'],swarm intelligence
10.1016/j.amc.2021.126643,Study of gravitational settling of single semi-torus shaped particle using immersed boundary method,Applied Mathematics and Computation,2022,"Ghosh, Sudeshna; Yadav, Pooja",9,['0096-3003'],gravitational search
10.1016/0096-3003(92)90074-b,Coefficient-parameter polynomial continuation,Applied Mathematics and Computation,1992,"Morgan, Alexander P.; Sommese, Andrew J.",8,['0096-3003'],parameter adaptation metaheuristic
10.1016/0096-3003(94)00123-l,Some stability problems in applied mechanics,Applied Mathematics and Computation,1995,"Beletsky, V.V.",8,['0096-3003'],orbital mechanics optimization
10.1016/0096-3003(96)90061-2,Interval methods for global optimization,Applied Mathematics and Computation,1996,"Wolfe, M.A.",8,['0096-3003'],orbital mechanics optimization
10.1016/s0096-3003(01)00088-1,The flux theory of gravitation V: the mathematics of the new physics,Applied Mathematics and Computation,2002,"Escultura, E.E.",8,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2006.03.003,Modified Secant-type methods for unconstrained optimization,Applied Mathematics and Computation,2006,"Kahya, Emin",8,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2005.02.025,The incorporation of an efficient initialization method and parameter adaptation using self-organizing maps to solve the TSP,Applied Mathematics and Computation,2006,"Zhang, Wen Dong; Bai, Yan Ping; Hu, Hong Ping",8,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2005.09.020,Convergence of AOR method,Applied Mathematics and Computation,2006,"Gao, Zhong-Xi; Huang, Ting-Zhu",8,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2005.02.032,An extended method and its application to Whitham–Broer–Kaup equation and two-dimensional perturbed KdV equation,Applied Mathematics and Computation,2006,"Jiao, Xiaoyu; Zhang, Hong-Qing",8,['0096-3003'],vis-viva equation
10.1016/j.amc.2006.08.173,Wolf population counting by spectrogram image processing,Applied Mathematics and Computation,2007,"Dugnol, B.; Fernández, C.; Galiano, G.",8,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2009.01.037,Convergence analysis of Tikhonov-type regularization algorithms for multiobjective optimization problems,Applied Mathematics and Computation,2009,"Chen, Zhe; Xiang, Changhe; Zhao, Kequan",8,['0096-3003'],global optimization convergence
10.1016/j.amc.2011.01.092,Strong convergence theorems for strongly nonexpansive sequences,Applied Mathematics and Computation,2011,"Aoyama, Koji; Kimura, Yasunori",8,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2012.03.003,Estimating the four parameters of the Burr III distribution using a hybrid method of variable neighborhood search and iterated local search algorithms,Applied Mathematics and Computation,2012,"Zoraghi, Nima; Abbasi, Babak; Niaki, Seyed Taghi Akhavan",8,['0096-3003'],gravitational search
10.1016/j.amc.2012.11.067,Discontinuous parameter estimates with least squares estimators,Applied Mathematics and Computation,2013,"Mead, J.L.",8,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2013.04.043,Is one dimensional Poincaré map sufficient to describe the chaotic dynamics of a three dimensional system?,Applied Mathematics and Computation,2013,"Mukherjee, Sayan; Palit, Sanjay Kumar; Bhattacharya, D.K.",8,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2014.07.042,Implicit numerical methods for highly nonlinear neutral stochastic differential equations with time-dependent delay,Applied Mathematics and Computation,2014,"Milošević, Marija",8,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2014.06.038,Improved convergence theorems of multisplitting methods for the linear complementarity problem,Applied Mathematics and Computation,2014,"Zhang, Li-Tao; Zuo, Xian-Yu; Gu, Tong-Xiang",8,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2014.12.045,Stochastic symplectic partitioned Runge–Kutta methods for stochastic Hamiltonian systems with multiplicative noise,Applied Mathematics and Computation,2015,"Ma, Qiang; Ding, Xiaohua",8,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2014.10.081,Damping optimization in mechanical systems with external force,Applied Mathematics and Computation,2015,"Truhar, Ninoslav; Tomljanović, Zoran; Veselić, Krešimir",8,['0096-3003'],tidal force algorithm
10.1016/j.amc.2017.10.022,Promotion of cooperation based on swarm intelligence in spatial public goods games,Applied Mathematics and Computation,2018,"Chen, Ya-Shan; Yang, Han-Xin; Guo, Wen-Zhong",8,['0096-3003'],swarm intelligence
10.1016/j.amc.2018.10.041,High-order stochastic symplectic partitioned Runge-Kutta methods for stochastic Hamiltonian systems with additive noise,Applied Mathematics and Computation,2019,"Han, Minggang; Ma, Qiang; Ding, Xiaohua",8,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2021.126202,Optimal decay rates of the dissipative shallow water waves modeled by coupling the Rosenau-RLW equation and the Rosenau-Burgers equation with power of nonlinearity,Applied Mathematics and Computation,2021,"Wongsaijai, Ben; Poochinapan, Kanyuta",8,['0096-3003'],vis-viva equation
10.1016/j.amc.2023.127940,Investigation of chaotic resonance in Type-I and Type-II Morris-Lecar neurons,Applied Mathematics and Computation,2023,"Baysal, Veli; Solmaz, Ramazan; Ma, Jun",8,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2024.128534,Enhancing cooperative evolution in spatial public goods game by particle swarm optimization based on exploration and q-learning,Applied Mathematics and Computation,2024,"Wang, Xianjia; Yang, Zhipeng; Chen, Guici",8,['0096-3003'],opposition-based learning
10.1016/0096-3003(93)90116-v,A new formulation of Q-Markov covariance equivalent realization,Applied Mathematics and Computation,1993,"Liu, K.; Skelton, R.",7,['0096-3003'],Markov chain optimization
10.1016/s0096-3003(00)00088-6,Optimization of convergence acceleration in multigrid numerical solutions of conductive–convective problems,Applied Mathematics and Computation,2001,"Rabi, J.A.; de Lemos, M.J.S.",7,['0096-3003'],global optimization convergence
10.1016/j.amc.2003.07.038,On the generator of two parameter semigroups,Applied Mathematics and Computation,2004,"Al-Sharif, Sh.; Khalil, R.",7,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2005.01.099,Controllability and stability of the perturbed Chen chaotic dynamical system,Applied Mathematics and Computation,2005,"Plienpanich, Tidarut; Niamsup, Piyapong; Lenbury, Yongwimon",7,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2003.12.058,A new descent algorithm with curve search rule,Applied Mathematics and Computation,2005,"Shi, Zhen-Jun; Shen, Jie",7,['0096-3003'],gravitational search
10.1016/j.amc.2005.11.164,Hybrid methods in multi-criteria dynamic programming,Applied Mathematics and Computation,2006,"Sitarz, Sebastian",7,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2006.07.141,Dynamic sensitivities in chaotic dynamical systems,Applied Mathematics and Computation,2007,"Shiraishi, Fumihide; Hatoh, Yuji",7,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2007.02.006,Stochastic Hopf bifurcation and chaos of stochastic Bonhoeffer–van der Pol system via Chebyshev polynomial approximation,Applied Mathematics and Computation,2007,"Zhang, Ying; Xu, Wei; Fang, Tong",7,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2008.07.007,A new trust region filter algorithm,Applied Mathematics and Computation,2008,"Li, Shujun; Liu, Zhenhai",7,['0096-3003'],tidal force algorithm
10.1016/j.amc.2008.12.040,A practical algorithm based on particle swarm optimization for haplotype reconstruction,Applied Mathematics and Computation,2009,"Wu, Jingli; Wang, Jianxin; Chen, Jian’er",7,['0096-3003'],particle swarm optimization
10.1016/j.amc.2009.07.030,Global smoothness and uniform convergence of smooth Poisson–Cauchy type singular operators,Applied Mathematics and Computation,2009,"Anastassiou, George A.; Mezei, Razvan A.",7,['0096-3003'],global optimization convergence
10.1016/j.amc.2008.12.057,Convergence ball and error analysis of a family of iterative methods with cubic convergence,Applied Mathematics and Computation,2009,"Ren, Hongmin; Wu, Qingbiao",7,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2010.04.007,Optimal threshold probability and expectation in semi-Markov decision processes,Applied Mathematics and Computation,2010,"Sakaguchi, Masahiko; Ohtsubo, Yoshio",7,['0096-3003'],Markov chain optimization
10.1016/j.amc.2009.07.009,Exp-function method for the exact solutions of fifth order KdV equation and modified Burgers equation,Applied Mathematics and Computation,2010,"Inan, Ibrahim E.; Ugurlu, Yavuz",7,['0096-3003'],vis-viva equation
10.1016/j.amc.2011.05.019,An SQP-filter method for inequality constrained optimization and its global convergence,Applied Mathematics and Computation,2011,"Wang, Xiangling; Zhu, Zhibin; Zuo, Shuangyong",7,['0096-3003'],global optimization convergence
10.1016/j.amc.2012.08.054,On a generalization of Regińska’s parameter choice rule and its numerical realization in large-scale multi-parameter Tikhonov regularization,Applied Mathematics and Computation,2012,"Viloche Bazán, Fermín S.; Borges, Leonardo S.; Francisco, Juliano B.",7,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2013.07.067,An improved monkey algorithm with dynamic adaptation,Applied Mathematics and Computation,2013,"Zheng, Liang",7,['0096-3003'],tidal force algorithm
10.1016/j.amc.2013.03.027,Abstract parabolic problems with parameter and application,Applied Mathematics and Computation,2013,"Shakhmurov, Veli B.; Sahmurova, Aida",7,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2013.10.002,Asymptotic behaviors of stochastic Cohen–Grossberg neural networks with mixed time-delays,Applied Mathematics and Computation,2013,"Wan, Li; Zhou, Qinghua",7,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2014.04.035,A diversified shuffled frog leaping: An application for parameter identification,Applied Mathematics and Computation,2014,"Ahandani, Morteza Alinia",7,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2014.04.038,On some stability problems of impulsive stochastic Cohen–Grossberg neural networks with mixed time delays,Applied Mathematics and Computation,2014,"Tojtovska, Biljana; Janković, Svetlana",7,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2018.04.071,"Nonlinear problems with blow-up solutions: Numerical integration based on differential and nonlocal transformations, and differential constraints",Applied Mathematics and Computation,2018,"Polyanin, Andrei D.; Shingareva, Inna K.",7,['0096-3003'],differential evolution
10.1016/j.amc.2018.06.001,Numerical algorithm for time-fractional Sawada-Kotera equation and Ito equation with Bernstein polynomials,Applied Mathematics and Computation,2018,"Wang, Jiao; Xu, Tian-Zhou; Wang, Gang-Wei",7,['0096-3003'],vis-viva equation
10.1016/j.amc.2018.01.057,Approximations to the solution of Cauchy problem for a linear evolution equation via the space shift operator (second-order equation example),Applied Mathematics and Computation,2018,"Remizov, Ivan D.",7,['0096-3003'],vis-viva equation
10.1016/j.amc.2020.125202,Highly accurate compact difference scheme for fourth order parabolic equation with Dirichlet and Neumann boundary conditions: Application to good Boussinesq equation,Applied Mathematics and Computation,2020,"Kaur, Deepti; Mohanty, R.K.",7,['0096-3003'],vis-viva equation
10.1016/j.amc.2020.125675,Memory-based prisoner's dilemma game with history optimal strategy learning promotes cooperation on interdependent networks,Applied Mathematics and Computation,2021,"Deng, Yunsheng; Zhang, Jihui",7,['0096-3003'],opposition-based learning
10.1016/0096-3003(90)90009-r,Stochastic differential equations in finance,Applied Mathematics and Computation,1990,"Sharp, Keith P.",6,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2003.08.019,New design of fixed-lag smoother using covariance information in linear discrete-time stochastic systems,Applied Mathematics and Computation,2004,"Nakamori, Seiichi",6,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2004.03.008,Heuristic optimization of sequence of customer orders,Applied Mathematics and Computation,2005,"Ossipov, P.",6,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2006.02.043,A new intuitional algorithm for solving heterogeneous fixed fleet routing problems: Passenger pickup algorithm,Applied Mathematics and Computation,2006,"Gencer, Cevriye; Top, İsmail; Aydogan, Emel Kizilkaya",6,['0096-3003'],tidal force algorithm
10.1016/j.amc.2006.05.076,The computation of Drazin inverse and its application in Markov chains,Applied Mathematics and Computation,2006,"Zhang, Xiangyun; Chen, Guoliang",6,['0096-3003'],Markov chain optimization
10.1016/j.amc.2007.04.014,A modified SQP-filter method and its global convergence,Applied Mathematics and Computation,2007,"Su, Ke; Che, Jianren",6,['0096-3003'],global optimization convergence
10.1016/j.amc.2006.05.194,Convergence and error estimates for meshless Galerkin methods,Applied Mathematics and Computation,2007,"Cai, Zhijie",6,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2006.11.119,A new variable coefficient Korteweg-de Vries equation-based sub-equation method and its application to the (3+1)-dimensional potential-YTSF equation,Applied Mathematics and Computation,2007,"Song, Lina; Zhang, Hongqing",6,['0096-3003'],vis-viva equation
10.1016/j.amc.2007.11.043,Global convergence of slanting filter methods for nonlinear programming,Applied Mathematics and Computation,2008,"Karas, Elizabeth W.; Oening, Ana P.; Ribeiro, Ademir A.",6,['0096-3003'],global optimization convergence
10.1016/j.amc.2011.06.010,A novel hybrid immune algorithm and its convergence based on the steepest descent algorithm,Applied Mathematics and Computation,2011,"Liu, X.Y.; Zhang, A.L.; Gao, Y.L.",6,['0096-3003'],tidal force algorithm
10.1016/j.amc.2012.03.023,Global convergence of a nonmonotone filter method for equality constrained optimization,Applied Mathematics and Computation,2012,"Su, Ke; An, Hui",6,['0096-3003'],global optimization convergence
10.1016/j.amc.2011.11.074,New soliton solutions for a Kadomtsev–Petviashvili (KP) like equation coupled to a Schrödinger equation,Applied Mathematics and Computation,2012,"Elboree, Mohammed K.",6,['0096-3003'],vis-viva equation
10.1016/j.amc.2012.03.032,Heteroclinic solutions of a second-order difference equation related to the Fisher–Kolmogorov’s equation,Applied Mathematics and Computation,2012,"Cabada, Alberto; Souroujon, Diko; Tersian, Stepan",6,['0096-3003'],vis-viva equation
10.1016/j.amc.2013.07.096,The steepest descent algorithm without line search for p-Laplacian,Applied Mathematics and Computation,2013,"Zhou, Guangming; Feng, Chunsheng",6,['0096-3003'],gravitational search
10.1016/j.amc.2014.06.094,Global stochastic stability analysis for stochastic neural networks with infinite delay and Markovian switching,Applied Mathematics and Computation,2014,"Guo, Ying; Su, Huan; Ding, Xiaohua",6,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2014.06.004,An integral equation formalism for solving the nonlinear Klein–Gordon equation,Applied Mathematics and Computation,2014,"Jang, T.S.",6,['0096-3003'],vis-viva equation
10.1016/j.amc.2014.10.092,Efficient computation of the bounds of continuous time imprecise Markov chains,Applied Mathematics and Computation,2015,"Škulj, Damjan",6,['0096-3003'],Markov chain optimization
10.1016/j.amc.2016.05.041,Multicriteria decision making inspired by human cognitive processes,Applied Mathematics and Computation,2016,"Homenda, Wladyslaw; Jastrzebska, Agnieszka; Pedrycz, Witold",6,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2016.11.019,Analysis of weak solution of Euler–Bernoulli beam with axial force,Applied Mathematics and Computation,2017,"Kundu, Bidisha; Ganguli, Ranjan",6,['0096-3003'],tidal force algorithm
10.1016/j.amc.2017.10.021,Chaotic congestion games,Applied Mathematics and Computation,2018,"Naimzada, Ahmad Kabir; Raimondo, Roberto",6,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2018.11.056,Stability analysis of body force action models used in the single-relaxation-time single-phase lattice Boltzmann method,Applied Mathematics and Computation,2019,"Krivovichev, Gerasim V.",6,['0096-3003'],tidal force algorithm
10.1016/j.amc.2019.124894,How the individuals’ risk aversion affect the epidemic spreading,Applied Mathematics and Computation,2020,"Han, Dun; Shao, Qi; Li, Dandan",6,['0096-3003'],nature-inspired algorithm
10.1016/j.amc.2020.125904,Novel DCA based algorithms for a special class of nonconvex problems with application in machine learning,Applied Mathematics and Computation,2021,"Le Thi, Hoai An; Le, Hoai Minh; Phan, Duy Nhat",6,['0096-3003'],opposition-based learning
10.1016/j.amc.2021.126540,Chaotic Signal Induced Delay Decay in Hodgkin-Huxley Neuron,Applied Mathematics and Computation,2021,"Baysal, Veli; Yılmaz, Ergin",6,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2020.125612,Using gradient directions to get global convergence of Newton-type methods,Applied Mathematics and Computation,2021,"di Serafino, Daniela; Toraldo, Gerardo; Viola, Marco",6,['0096-3003'],global optimization convergence
10.1016/j.amc.2022.127201,Interval stability/stabilization for linear stochastic switched systems with time-varying delay,Applied Mathematics and Computation,2022,"Deng, Yalin; Zhang, Huasheng; Dai, Yuzhen",6,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2022.126938,A semi-implicit approach for sediment transport models with gravitational effects,Applied Mathematics and Computation,2022,"Garres-Díaz, J.; Fernández-Nieto, E.D.; Narbona-Reina, G.",6,['0096-3003'],gravitational search
10.1016/0096-3003(89)90003-9,Parameter identification by continuation methods,Applied Mathematics and Computation,1989,"Martin, C.; Miller, J.; Pearce, K.",5,['0096-3003'],parameter adaptation metaheuristic
10.1016/0096-3003(90)90041-z,Stochastic differential equations in finance,Applied Mathematics and Computation,1990,"Sharp, Keith P.",5,['0096-3003'],ergodicity stochastic optimization
10.1016/0096-3003(90)90080-m,Inference for stochastic neuronal models,Applied Mathematics and Computation,1990,"Habib, M.K.; Thavaneswaran, A.",5,['0096-3003'],ergodicity stochastic optimization
10.1016/0096-3003(93)90126-y,Chaotic solitons and the foundations of physics: a potential revolution,Applied Mathematics and Computation,1993,"Werbos, Paul J.",5,['0096-3003'],physics-inspired metaheuristic
10.1016/0096-3003(95)00125-5,Interval Methods for Global Optimization,Applied Mathematics and Computation,1996,"WOLFE, M",5,['0096-3003'],orbital mechanics optimization
10.1016/s0096-3003(97)10062-5,A data-fitting procedure for chaotic time series,Applied Mathematics and Computation,1998,"McDonough, J.M.; Mukerji, S.; Chung, S.",5,['0096-3003'],chaotic map metaheuristic
10.1016/s0096-3003(97)10066-2,Convergence on a deformed Newton method,Applied Mathematics and Computation,1998,"Han, Danfu; Wang, Xinghua",5,['0096-3003'],convergence proof metaheuristic
10.1016/s0096-3003(98)10072-3,Estimation of P(Z&lt;Y) for correlated stochastic time series models,Applied Mathematics and Computation,1999,"Aminzadeh, Mostafa S.",5,['0096-3003'],hitting time stochastic search
10.1016/s0096-3003(99)00241-6,Controlled Markov set-chains under average criteria,Applied Mathematics and Computation,2001,"Hosaka, Masanori; Horiguchi, Masayuki; Kurano, Masami",5,['0096-3003'],Markov chain optimization
10.1016/s0096-3003(00)00133-8,Note on global convergence of ODE methods for unconstrained optimization,Applied Mathematics and Computation,2002,"Wu, Xinyuan; Xia, Jianlin; Ouyang, Zixiang",5,['0096-3003'],global optimization convergence
10.1016/s0096-3003(00)00127-2,On the use of incomplete semiiterative methods for singular systems and applications in Markov chain modeling,Applied Mathematics and Computation,2002,"Wei, Yimin; Wu, Hebing",5,['0096-3003'],Markov chain optimization
10.1016/j.amc.2005.02.003,Computer aided solving the high-order transition probability matrix of the finite Markov chain,Applied Mathematics and Computation,2006,"Li, Zhenqing; Wang, Weiming",5,['0096-3003'],Markov chain optimization
10.1016/j.amc.2006.11.031,A computationally stable solution algorithm for linear programs,Applied Mathematics and Computation,2007,"Arsham, H.",5,['0096-3003'],tidal force algorithm
10.1016/j.amc.2006.09.111,Convergence ball of a modified secant method with convergence order 1.839…,Applied Mathematics and Computation,2007,"Ren, Hongmin; Wu, Qingbiao",5,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2006.10.020,A hybrid gradient and feasible direction pivotal solution algorithm for general linear programs,Applied Mathematics and Computation,2007,"Arsham, Hossein",5,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2007.04.026,The improved Fan sub-equation method and its application to the Boussinseq wave equation,Applied Mathematics and Computation,2007,"Feng, Dahe; Li, Jibin; Lü, Junliang",5,['0096-3003'],vis-viva equation
10.1016/j.amc.2008.01.021,A note on a deterministic global optimization algorithm,Applied Mathematics and Computation,2008,"Jiao, Hongwei; Chen, Yongqiang",5,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2008.05.136,System models or learning machines?,Applied Mathematics and Computation,2008,"Guergachi, Aziz; Boskovic, Goran",5,['0096-3003'],opposition-based learning
10.1016/j.amc.2007.08.056,Stochastic stability of coupled oscillators,Applied Mathematics and Computation,2008,"Bobryk, Roman V.",5,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2010.09.044,Nonmonotone trust region algorithm for unconstrained optimization problems,Applied Mathematics and Computation,2010,"Qing-jun, Wu",5,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2011.10.067,Integral boundary value problems for first order nonlinear impulsive functional integro-differential differential equations,Applied Mathematics and Computation,2012,"Han, Jiangfeng; Liu, Yiliang; Zhao, Jing",5,['0096-3003'],differential evolution
10.1016/j.amc.2012.12.002,A restoration-free filter SQP algorithm for equality constrained optimization,Applied Mathematics and Computation,2013,"Zhu, Xiaojing; Pu, Dingguo",5,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2013.02.026,Design of TSK-type fuzzy controllers using differential evolution with adaptive mutation strategy for nonlinear system control,Applied Mathematics and Computation,2013,"Chen, Cheng-Hung",5,['0096-3003'],differential evolution
10.1016/j.amc.2013.07.030,Stochastic adaptive synchronization for time-varying complex delayed dynamical networks with heterogeneous nodes,Applied Mathematics and Computation,2013,"Guo, Xiaoyong; Li, Junmin",5,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2013.08.012,Implementing biological hybrid systems: Allowing composition and avoiding stiffness,Applied Mathematics and Computation,2013,"Assar, Rodrigo; Sherman, David J.",5,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2016.02.034,Epistatic arithmetic crossover based on Cartesian graph product in ensemble differential evolution,Applied Mathematics and Computation,2016,"Fister, Iztok; Tepeh, Aleksandra; Fister Jr., Iztok",5,['0096-3003'],differential evolution
10.1016/j.amc.2020.125058,Optimization with equality and inequality constraints using parameter continuation,Applied Mathematics and Computation,2020,"Li, Mingwu; Dankowicz, Harry",5,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2020.125732,Markov chain approximation and measure change for time-inhomogeneous stochastic processes,Applied Mathematics and Computation,2021,"Ding, Kailin; Ning, Ning",5,['0096-3003'],Markov chain optimization
10.1016/j.amc.2021.126787,Decentralized stabilization of large-scale stochastic nonlinear systems with time-varying powers,Applied Mathematics and Computation,2022,"Li, Huijuan; Li, Wuquan; Gu, Jianzhong",5,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2024.129257,Prescribed-time synchronization of hyperchaotic fuzzy stochastic PMSM model with an application to secure communications,Applied Mathematics and Computation,2025,"Rajendran, Sangeetha; Kaliyaperumal, Palanivel",5,['0096-3003'],hitting time stochastic search
10.1016/0096-3003(80)90012-0,Algorithm for the classic dual cosine equation,Applied Mathematics and Computation,1980,"Kelman, Robert B.",4,['0096-3003'],tidal force algorithm
10.1016/0096-3003(88)90138-5,A random search strategy for function optimization,Applied Mathematics and Computation,1988,"Jerrell, Max E.",4,['0096-3003'],gravitational search
10.1016/0096-3003(95)00157-3,An algorithm for finding block-triangular forms,Applied Mathematics and Computation,1996,"Dietzenbacher, Erik",4,['0096-3003'],tidal force algorithm
10.1016/0096-3003(95)00186-7,The Kadomtsev-Petviashvili equation,Applied Mathematics and Computation,1996,"Adomian, G.",4,['0096-3003'],vis-viva equation
10.1016/s0096-3003(02)00432-0,New design of fixed-interval smoother using covariance information in linear stochastic continuous-time systems,Applied Mathematics and Computation,2003,"Nakamori, Seiichi",4,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2005.01.033,Optimization of wind field retrieval procedures,Applied Mathematics and Computation,2005,"White, Luther; Shapiro, Alan",4,['0096-3003'],whale optimization
10.1016/j.amc.2004.06.133,Optimal parameter estimation of the two-parameter bathtub-shaped lifetime distribution based on a type II right censored sample,Applied Mathematics and Computation,2005,"Wu, Jong-Wuu; Wu, Chin-Chuan; Tsai, Mei-Huei",4,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2004.10.037,Critical value calculations for the screening parameter of Hulthen potential,Applied Mathematics and Computation,2005,"Demiralp, Metin",4,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2005.01.041,A manufacturing supply chain optimization model for distilling process,Applied Mathematics and Computation,2005,"Mo, Jiangtao; Qi, Liqun; Wei, Zengxin",4,['0096-3003'],Markov chain optimization
10.1016/j.amc.2006.02.051,Computational comparison for weighted moments estimators and BLUE of the scale parameter of a Pareto distribution with known shape parameter under type II multiply censored sample,Applied Mathematics and Computation,2006,"Wu, Jong-Wuu; Lee, Wen-Chuan; Chen, Sheau-Chiann",4,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2006.07.140,A one-parameter family of second-order iteration methods,Applied Mathematics and Computation,2007,"Sharma, J.R.",4,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2007.02.061,A finite termination Mehrotra-type predictor–corrector algorithm,Applied Mathematics and Computation,2007,"Salahi, Maziar",4,['0096-3003'],tidal force algorithm
10.1016/j.amc.2008.04.052,Solving unconstrained optimization problem with a filter-based nonmonotone pattern search algorithm,Applied Mathematics and Computation,2008,"Wu, Ting",4,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2008.02.018,Conservation laws in curvilinear coordinates: A short proof of Vinokur’s Theorem using differential forms,Applied Mathematics and Computation,2008,"Bridges, Thomas J.",4,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2008.09.011,Erratum to: “Multiple-soliton solutions for the ninth-order KdV equation and sixth-order Boussinesq equation” [Appl. Math. Comput. 203 (2008) 277–283],Applied Mathematics and Computation,2008,"Wazwaz, Abdul-Majid",4,['0096-3003'],vis-viva equation
10.1016/j.amc.2009.08.058,A descent algorithm without line search for unconstrained optimization,Applied Mathematics and Computation,2009,"Zhou, Guangming",4,['0096-3003'],gravitational search
10.1016/j.amc.2008.10.015,The global convergence of augmented Lagrangian methods based on NCP function in constrained nonconvex optimization,Applied Mathematics and Computation,2009,"Wu, H.X.; Luo, H.Z.; Li, S.L.",4,['0096-3003'],global optimization convergence
10.1016/j.amc.2010.03.004,Numerical solutions of linear time-varying descriptor systems via hybrid functions,Applied Mathematics and Computation,2010,"Hsiao, Chun-Hui",4,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2009.04.083,New travelling wave solutions for a nonlinearly dispersive wave equation of Camassa–Holm equation type,Applied Mathematics and Computation,2010,"Long, Yao; Li, Zhenyang; Rui, Weiguo",4,['0096-3003'],vis-viva equation
10.1016/j.amc.2010.09.015,Remark on: “Exp-function method for the exact solutions of fifth order KdV equation and modified Burgers equation” [Appl. Math. Comput. (2009) doi:10.1016/j.amc.2009.07.009],Applied Mathematics and Computation,2010,"Aslan, İsmail",4,['0096-3003'],vis-viva equation
10.1016/j.amc.2011.09.003,On the discrete-time system with server breakdowns: Computational algorithm and optimization algorithm,Applied Mathematics and Computation,2011,"Lin, Chuen-Horng; Ke, Jau-Chuan",4,['0096-3003'],tidal force algorithm
