doi,title,container,year,authors,cited_by,issns,query_matched
10.1016/j.amc.2009.01.036,A series of abundant exact travelling wave solutions for a modified generalized Vakhnenko equation using auxiliary equation method,Applied Mathematics and Computation,2009,"Ma, Yulan; Li, Bangqing; Wang, Cong",35,['0096-3003'],vis-viva equation
10.1016/j.amc.2014.07.092,Finite-time stochastic input-to-state stability of impulsive switched stochastic nonlinear systems,Applied Mathematics and Computation,2014,"Ai, Zidong; Zong, Guangdeng",35,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2006.07.033,Fuzzy prediction of chaotic time series based on singular value decomposition,Applied Mathematics and Computation,2007,"Gu, Hong; Wang, Hongwei",34,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2012.10.053,Unconventional initialization methods for differential evolution,Applied Mathematics and Computation,2013,"Ali, Musrrat; Pant, Millie; Abraham, Ajith",34,['0096-3003'],differential evolution
10.1016/j.amc.2014.05.044,Enhanced comprehensive learning particle swarm optimization,Applied Mathematics and Computation,2014,"Yu, Xiang; Zhang, Xueqing",34,['0096-3003'],particle swarm optimization
10.1016/0096-3003(94)90049-3,Autonomic life as the proof of incompleteness and Lawvere's theorem of fixed point,Applied Mathematics and Computation,1994,"Gunji, Yukio-Pegio",33,['0096-3003'],convergence proof metaheuristic
10.1016/s0096-3003(01)00331-9,Convergence and structural stability in thermoelasticity,Applied Mathematics and Computation,2003,"Quintanilla, Ramón",33,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2005.12.051,An ant colony algorithm aimed at dynamic continuous optimization,Applied Mathematics and Computation,2006,"Dréo, J.; Siarry, P.",33,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2007.02.023,Some improvements of Jarratt’s method with sixth-order convergence,Applied Mathematics and Computation,2007,"Chun, Changbum",33,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2010.01.071,New mutation schemes for differential evolution algorithm and their application to the optimization of directional over-current relay settings,Applied Mathematics and Computation,2010,"Thangaraj, Radha; Pant, Millie; Abraham, Ajith",33,['0096-3003'],differential evolution
10.1016/j.amc.2011.07.038,Aerospace design optimization using a steady state real-coded genetic algorithm,Applied Mathematics and Computation,2012,"Dyer, John D.; Hartfield, Roy J.; Dozier, Gerry V.",33,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2015.08.048,Finite-time consensus for second-order stochastic multi-agent systems with nonlinear dynamics,Applied Mathematics and Computation,2015,"Zhao, Lin; Jia, Yingmin",33,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2019.05.012,A nonlinear grey forecasting model with double shape parameters and its application,Applied Mathematics and Computation,2019,"Liu, Xiaomei; Xie, Naiming",33,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2008.08.046,Unbiased H∞ filtering for neutral Markov jump systems,Applied Mathematics and Computation,2008,"He, Shuping; Liu, Fei",32,['0096-3003'],Markov chain optimization
10.1016/j.amc.2011.03.109,Spin and pseudospin symmetry along with orbital dependency of the Dirac–Hulthén problem,Applied Mathematics and Computation,2011,"Ikhdair, Sameer M.; Berkdemir, Cüneyt; Sever, Ramazan",32,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2013.09.001,Chaotic dynamics of a discrete predator–prey system with prey refuge,Applied Mathematics and Computation,2013,"Jana, Debaldev",32,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2003.12.061,"A research on the prediction of machining accuracy by the deterministic grey dynamic model DGDM(1,1,1)",Applied Mathematics and Computation,2005,"Tien, Tzu-Li",31,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2005.09.011,Mean square error criteria to multiresponse process optimization by a new genetic algorithm,Applied Mathematics and Computation,2006,"Köksoy, Onur; Yalcinoz, Tankut",31,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2008.05.151,An evolutionary algorithm for dynamic multi-objective optimization,Applied Mathematics and Computation,2008,"Wang, Yuping; Dang, Chuangyin",31,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2008.05.146,Vector Fitting fractional system identification using particle swarm optimization,Applied Mathematics and Computation,2008,"Mansouri, R.; Bettayeb, M.; Djamah, T.",31,['0096-3003'],particle swarm optimization
10.1016/j.amc.2008.05.147,Particle swarm optimization with FUSS and RWS for high dimensional functions,Applied Mathematics and Computation,2008,"Cui, Zhihua; Cai, Xingjuan; Zeng, Jianchao",31,['0096-3003'],particle swarm optimization
10.1016/j.amc.2007.10.051,Stabilization of parameters perturbation chaotic system via adaptive backstepping technique,Applied Mathematics and Computation,2008,"Chen, Fengxiang; Chen, Lin; Zhang, Weidong",31,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2009.01.013,An overview on the simplex algorithm,Applied Mathematics and Computation,2009,"Nabli, Hédi",31,['0096-3003'],tidal force algorithm
10.1016/j.amc.2009.03.020,Acceleration of conjugate gradient algorithms for unconstrained optimization,Applied Mathematics and Computation,2009,"Andrei, Neculai",31,['0096-3003'],astronomy inspired optimization
10.1016/j.amc.2011.02.010,Stochastic stability of Markovian jumping genetic regulatory networks with mixed time delays,Applied Mathematics and Computation,2011,"Zhang, Wenbing; Fang, Jian-an; Tang, Yang",31,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2012.07.043,Bifurcation and chaotic behavior of a discrete singular biological economic system,Applied Mathematics and Computation,2012,"Chen, Boshan; Chen, Jiejie",31,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2012.12.046,A Directed Genetic Algorithm for global optimization,Applied Mathematics and Computation,2013,"Kuo, Hsin-Chuan; Lin, Ching-Hai",31,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2016.03.018,Global exponential convergence for a class of HCNNs with neutral time-proportional delays,Applied Mathematics and Computation,2016,"Yu, Yuehua",31,['0096-3003'],global optimization convergence
10.1016/j.amc.2010.03.047,The traveling wave solutions of the perturbed nonlinear Schrödinger equation and the cubic–quintic Ginzburg Landau equation using the modified -expansion method,Applied Mathematics and Computation,2010,"Shehata, A.R.",30,['0096-3003'],vis-viva equation
10.1016/j.amc.2014.07.075,A three-level average implicit finite difference scheme to solve equation obtained by coupling the Rosenau–KdV equation and the Rosenau–RLW equation,Applied Mathematics and Computation,2014,"Wongsaijai, B.; Poochinapan, K.",30,['0096-3003'],vis-viva equation
10.1016/j.amc.2015.05.012,Teaching-learning based optimization with global crossover for global optimization problems,Applied Mathematics and Computation,2015,"Ouyang, Hai-bin; Gao, Li-qun; Kong, Xiang-yong",30,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2015.02.020,Clustered-gravitational search algorithm and its application in parameter optimization of a low noise amplifier,Applied Mathematics and Computation,2015,"Shams, Masumeh; Rashedi, Esmat; Hakimi, Ahmad",30,['0096-3003'],gravitational search
10.1016/j.amc.2019.124895,A reinforcement learning scheme for the equilibrium of the in-vehicle route choice problem based on congestion game,Applied Mathematics and Computation,2020,"Zhou, Bo; Song, Qiankun; Zhao, Zhenjiang",30,['0096-3003'],opposition-based learning
10.1016/j.amc.2007.02.096,An orthogonal-array-based particle swarm optimizer with nonlinear time-varying evolution,Applied Mathematics and Computation,2007,"Ko, Chia-Nan; Chang, Ying-Pin; Wu, Chia-Ju",29,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2009.10.039,Improved convergence towards generalized Euler–Mascheroni constant,Applied Mathematics and Computation,2010,"Mortici, Cristinel",29,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2014.09.102,"A new simple, fast and efficient algorithm for global optimization over continuous search-space problems: Radial Movement Optimization",Applied Mathematics and Computation,2014,"Rahmani, Rasoul; Yusof, Rubiyah",29,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2017.05.008,Fault-tolerant synchronization control for complex dynamical networks with semi-Markov jump topology,Applied Mathematics and Computation,2017,"Ye, Dan; Yang, Xiang; Su, Lei",29,['0096-3003'],Markov chain optimization
10.1016/j.amc.2021.126586,Particle swarm intelligence and the evolution of cooperation in the spatial public goods game with punishment,Applied Mathematics and Computation,2022,"Lv, Shaojie; Song, Feifei",29,['0096-3003'],swarm intelligence
10.1016/0096-3003(89)90089-1,Physics and Biology: towards a unified model,Applied Mathematics and Computation,1989,"Conrad, Michael",28,['0096-3003'],physics-inspired metaheuristic
10.1016/s0096-3003(03)00543-5,"Lagrange interpolation to compute the numerical solutions of differential, integral and integro-differential equations",Applied Mathematics and Computation,2004,"Rashed, M.T",28,['0096-3003'],differential evolution
10.1016/j.amc.2004.12.015,Models and algorithm for stochastic shortest path problem,Applied Mathematics and Computation,2005,"Ji, Xiaoyu",28,['0096-3003'],nature-inspired algorithm
10.1016/j.amc.2009.03.072,Newton-type methods of high order and domains of semilocal and global convergence,Applied Mathematics and Computation,2009,"Ezquerro, J.A.; Hernández, M.A.; Romero, N.",28,['0096-3003'],global optimization convergence
10.1016/j.amc.2011.11.034,Adaptive modified function projective synchronization of unknown chaotic systems with different order,Applied Mathematics and Computation,2012,"Zheng, Song",28,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2014.01.040,Drosophila Food-Search Optimization,Applied Mathematics and Computation,2014,"Das, Kedar Nath; Singh, Tapan Kumar",28,['0096-3003'],gravitational search
10.1016/j.amc.2014.08.092,On local search in d.c. optimization problems,Applied Mathematics and Computation,2015,"Strekalovsky, Alexander S.",28,['0096-3003'],gravitational search
10.1016/0096-3003(93)90123-v,"The Fluctuon Model of force, life, and computation: a constructive analysis",Applied Mathematics and Computation,1993,"Conrad, Michael",27,['0096-3003'],tidal force algorithm
10.1016/s0096-3003(03)00578-2,Generalized Riccati equation expansion method and its application to the (3+1)-dimensional Jumbo–Miwa equation,Applied Mathematics and Computation,2004,"Li, Biao; Chen, Yong; Xuan, Hengnong",27,['0096-3003'],vis-viva equation
10.1016/j.amc.2007.10.017,A co-evolving framework for robust particle swarm optimization,Applied Mathematics and Computation,2008,"Luo, Qiang; Yi, Dongyun",27,['0096-3003'],particle swarm optimization
10.1016/j.amc.2007.09.047,A new genetic algorithm for solving nonconvex nonlinear programming problems,Applied Mathematics and Computation,2008,"Aryanezhad, M.B.; Hemati, Mohammad",27,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2008.11.036,A local exploration-based differential evolution algorithm for constrained global optimization,Applied Mathematics and Computation,2009,"Ali, M.M.; Kajee-Bagdadi, Z.",27,['0096-3003'],differential evolution
10.1016/j.amc.2011.07.051,On strong homogeneity of two global optimization algorithms based on statistical models of multimodal objective functions,Applied Mathematics and Computation,2012,"Žilinskas, Antanas",27,['0096-3003'],multimodal optimization
10.1016/j.amc.2015.06.035,Iterative learning control approach for a kind of heterogeneous multi-agent systems with distributed initial state learning,Applied Mathematics and Computation,2015,"Li, Jinsha; Li, Junmin",27,['0096-3003'],opposition-based learning
10.1016/j.amc.2020.125790,Asynchronous filtering for nonhomogeneous Markov jumping systems with deception attacks,Applied Mathematics and Computation,2021,"Wu, Yuyan; Cheng, Jun; Zhou, Xia",27,['0096-3003'],Markov chain optimization
10.1016/0096-3003(93)90124-w,Being free from ceteris paribus: a vehicle for founding physics on biology rather than the other way around,Applied Mathematics and Computation,1993,"Matsuno, Koichiro",26,['0096-3003'],physics-inspired metaheuristic
10.1016/s0096-3003(97)10007-8,Nonlinear numerical optimization with use of a hybrid Genetic Algorithm incorporating the Modified Powell method,Applied Mathematics and Computation,1998,"Okamoto, Masahiro; Nonaka, Taisuke; Ochiai, Shuichiro",26,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2010.11.030,A hybrid quantum-inspired immune algorithm for multiobjective optimization,Applied Mathematics and Computation,2011,"Gao, Jiaquan; Wang, Jun",26,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2012.07.010,A modified particle swarm optimization algorithm with applications,Applied Mathematics and Computation,2012,"He, Guang; Huang, Nan-jing",25,['0096-3003'],particle swarm optimization
10.1016/j.amc.2014.10.066,Convergence and stochastic stability analysis of particle swarm optimization variants with generic parameter distributions,Applied Mathematics and Computation,2014,"García-Gonzalo, Esperanza; Fernández-Martínez, Juan Luis",25,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2014.03.012,Adaptive backstepping synchronization between chaotic systems with unknown Lipschitz constant,Applied Mathematics and Computation,2014,"Tu, Jianjun; He, Hanlin; Xiong, Ping",25,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2006.10.021,Global optimization by an improved differential evolutionary algorithm,Applied Mathematics and Computation,2007,"Wang, Yong-Jun; Zhang, Jiang-She",24,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2010.03.138,On solving integral equations using Markov chain Monte Carlo methods,Applied Mathematics and Computation,2010,"Doucet, Arnaud; Johansen, Adam M.; Tadić, Vladislav B.",24,['0096-3003'],Markov chain optimization
10.1016/j.amc.2011.03.151,Central Force Optimization with variable initial probes and adaptive decision space,Applied Mathematics and Computation,2011,"Formato, Richard A.",24,['0096-3003'],tidal force algorithm
